Well_ID,TH_2022,NO3_2022,Cl_2022,F_2022,SO4_2022,Ca_2022,Mg_2022,Na_2022
2.65456E+14,190,0,10.7,0.17,0.9,30,27.9,11.9
,425,5.6,24.9,0.25,109.8,82,53.5,47.9
2.659E+14,165,4.1,14.2,0.44,7.1,48,10.9,20.3
2.63446E+14,335,0.4,60.4,0.16,35.3,104,18.2,26.5
2.43432E+14,450,13.9,159.8,1.38,42.1,82,59.5,42.2
2.43101E+14,270,6.3,67.5,1.26,34.6,38,42.5,68.5
2.42607E+14,515,25.2,230.8,1.21,98.2,74,80.2,110.7
2.42601E+14,525,20.9,227.2,1.02,93,130,48.6,110.5
2.442E+14,125,7.3,17.8,1.01,10.2,18,19.4,15.3
2.43155E+14,295,21.8,138.5,1.39,32.3,68,30.4,103.5
2.43108E+14,340,2.2,138.5,1.1,74.1,44,55.9,89
2.43107E+14,610,26.6,319.5,1.1,110.2,130,69.3,124.2
2.44101E+14,450,25.2,188.2,1.27,50.4,62,71.7,93.1
2.44806E+14,495,5.5,227.2,1.17,121.6,104,57.1,126.8
2.45505E+14,1040,8.7,387,1.37,72.2,228,114.2,157
,515,19.4,177.5,1.02,87.1,68,83.8,56.5
2.44657E+14,240,23.8,88.8,1.33,60.1,40,34,86.7
,215,8.1,21.3,1.57,7.7,44,25.5,83
2.4383E+14,185,10.2,49.7,1.32,15.3,34,24.3,48.3
2.44808E+14,760,25.6,369.2,1.28,101.2,156,89.9,157.4
2.44756E+14,370,23.8,156.2,0.93,63.8,70,47.4,103.5
2.44608E+14,335,24,145.6,1.39,64.3,66,41.3,103.5
,295,7.3,21.3,1.09,8.1,80,23.1,36.3
,415,25.2,163.3,1.41,76.9,64,62,87.9
2.62245E+14,285,0.6,14.2,0.83,12,90,14.6,34
2.61914E+14,415,0.8,35.5,0.6,25,120,27.9,35
2.621E+14,200,0.8,10.7,0.87,23,54,15.8,40
2.62202E+14,300,1.2,24.9,0.7,36,98,13.4,20
2.63546E+14,580,25,191.7,1.06,78,170,37.7,102
2.632E+14,275,0.9,21.3,0.95,29,94,9.7,40
2.6232E+14,200,0.6,28.4,0.88,20,62,10.9,24
2.61713E+14,495,2.4,71,0.67,71,148,30.4,28
2.63058E+14,350,1,24.9,0.83,43,114,15.8,23
2.43259E+14,265,14,127.9,0.28,75.1,38,41.3,72
,205,0,113.6,1.51,51.3,30,31.6,64.9
2.4474E+14,230,23,44.2,0.28,42.4,60,19.4,29.4
2.45536E+14,200,15,47.4,1.24,67.5,30,30.1,71.3
2.44606E+14,255,44,114.9,0.49,36.9,48,32.8,49.1
,117,35.6,89.3,0.15,21.8,14,19.8,69.3
2.45901E+14,140,18.9,3.5,1.59,22.5,20,21.9,33.6
2.50144E+14,154,0,35.4,3.56,22.3,24,22.8,79.7
2.45157E+14,95,0,41.6,0.83,31.9,26,7.3,58.8
,165,0,23.7,0.36,22.9,22,26.7,71.6
2.44419E+14,145,17.3,29.7,0.69,21.8,28,18.2,85.7
2.43432E+14,150,35.4,17.4,0.78,39.8,28,19.4,35.6
,690,10,145.6,0.55,161.2,30,149.4,150.9
,210,6.4,24.9,0.23,19.7,28,34,30.6
2.51232E+14,380,2.2,103,0.19,20.1,44,65.6,140.5
2.50945E+14,380,28.1,63.9,0.56,39,86,40.1,55.8
2.50509E+14,410,28.5,95.9,0.53,62.2,64,60.8,52.4
2.51345E+14,870,29.4,472.2,0.51,203,146,122.7,265.1
2.50812E+14,310,28.1,60.4,0.31,41.2,36,53.5,22
2.504E+14,225,12,21.3,0.6,37.8,22,41.3,76.5
,560,26.9,230.8,0.23,108.6,20,123.9,178.2
,265,1.5,7.1,0.26,5.1,84,13.4,26
2.52758E+14,40,0,10.7,0.36,18.6,12,2.4,45
2.53525E+14,105,1.8,21.3,0.13,11.3,84,13.4,0.6
2.53945E+14,85,0.5,21.3,0.64,6.1,24,6.1,8.9
2.52015E+14,625,30,156.2,0.24,67,120,79,66
2.53001E+14,315,13.6,88.8,0.55,50.1,106,12.2,35
2.53215E+14,230,8.4,53.3,0.61,33.1,82,6.1,63.2
2.52931E+14,135,1,10.7,0.22,2.5,48,3.6,13
2.53623E+14,255,29.4,88.8,0.19,50.9,78,14.6,58.3
2.53645E+14,250,8.1,49.7,0.39,28.7,70,18.2,47.5
2.52927E+14,45,3.3,14.2,0.57,5.7,14,2.4,1
2.52615E+14,375,1.8,88.8,0.05,6.2,82,41.3,39
2.53016E+14,95,2.1,28.4,0.34,12.5,26,7.3,36
2.52945E+14,500,30.3,106.5,0.17,54,118,49.8,38
2.52945E+14,400,7.1,216.6,0.53,31.1,86,45,73
2.53245E+14,330,0.4,46.2,0.87,31.2,26,64.4,21.6
2.52847E+14,330,3.6,35.5,0.32,31.3,40,55.9,12.5
2.53045E+14,400,0,85.2,0.9,45.4,86,45,36
2.52545E+14,365,5.5,17.8,0.23,4.2,74,43.7,15.8
2.53108E+14,425,31.5,88.8,0.4,45.1,102,41.3,65.2
2.53004E+14,340,0,32,0.3,1.4,46,54.7,14.9
2.5293E+14,340,0,32,0.3,1.4,46,54.7,14.9
2.53E+14,340,0.1,32,0.47,3.9,48,53.5,16.4
2.52146E+14,675,16.2,319.5,0.71,91.2,142,77.8,162.2
2.52331E+14,305,0.4,39.1,0.88,47.3,32,54.7,39.6
2.53234E+14,295,1.5,21.3,0.58,12.1,62,34,18.4
2.53043E+14,370,20.7,63.9,0.26,48.3,74,45,40.5
2.61545E+14,50,0,10.7,0.14,4,12,4.9,0.2
2.61758E+14,80,0.8,17.8,0.14,10.8,22,6.1,3.2
2.61706E+14,85,23.8,10.7,0.15,13.7,22,7.3,5.6
2.62055E+14,210,9.2,21.3,0.63,9.1,68,9.7,0.1
2.60907E+14,75,2.1,10.7,0.29,4.4,14,9.7,0
2.60545E+14,165,15.7,49.7,0.13,22.5,22,26.7,23.1
,35,11.4,7.1,0.06,4.3,8,3.6,0
2.512E+14,570,41.8,287.6,0.59,139.3,88,85.1,268.5
2.511E+14,145,5.7,28.7,0.2,30.9,30,17,25.3
2.511E+14,560,15.6,181.5,0.81,125,98,76.5,74.3
2.53152E+14,315,22.8,53.3,0.52,36.3,44,49.8,35
2.60448E+14,250,0.4,35.5,0.26,11.5,52,29.2,10.6
2.55432E+14,430,3.5,60.4,0.63,36.3,62,66.8,29.7
2.53047E+14,330,24,78.1,0.56,45.1,44,53.5,37.8
2.53533E+14,175,0.7,35.5,0.58,11.8,26,26.7,21.9
2.54515E+14,430,2.2,92.3,0.3,55.3,62,66.8,33.2
2.55545E+14,395,21.1,195.3,0.95,82.1,46,68,159.2
2.60147E+14,220,15.9,46.2,0.57,34.6,22,40.1,21.1
2.55545E+14,405,26,85.2,0.37,70.1,74,53.5,62.4
2.553E+14,300,14.6,67.5,0.28,19.2,66,32.8,52
2.54937E+14,410,24.5,67.5,0.58,44.1,102,37.7,17.3
2.55322E+14,350,1.6,32,0.61,31.9,82,35.2,10.1
2.5593E+14,180,23.9,53.3,0.67,10.4,26,27.9,47.2
2.55417E+14,80,1.7,17.8,0.27,0,12,12.2,5.3
2.54053E+14,415,17.2,149.1,0.45,28.1,74,55.9,126.4
2.63017E+14,140,3,7.1,1.3,4.5,18,23.1,64.8
2.62717E+14,160,1,14.2,0.89,6.8,20,26.7,65.6
2.63821E+14,280,23.5,56.8,1.15,44.8,24,53.5,66.5
,110,6.9,10.7,0.43,7.1,20,14.6,26.3
2.62708E+14,315,3.1,81.7,0.88,52.1,24,62,67
2.615E+14,185,5.8,32,0.86,9,26,29.2,65.7
,195,6.3,42.6,0.7,6.9,42,21.9,27
2.62633E+14,215,27.9,124.3,0.66,31.6,58,17,109.7
2.63821E+14,355,15.3,209.5,0.99,74.4,82,36.5,170.2
2.61938E+14,225,5.9,56.8,0.95,22,40,30.4,70.6
2.6343E+14,255,1.2,21.3,0.52,5.7,58,26.7,37.3
,290,4.9,113.6,0.74,7.3,50,40.1,30.1
2.6345E+14,210,10.1,28.4,0.57,3.5,40,26.7,38.8
2.6241E+14,305,28.8,120.7,0.36,53.5,46,46.2,102.1
2.62516E+14,100,0.1,7.1,0.47,6.1,20,12.2,38.3
2.622E+14,250,16.3,99.4,1.05,41.5,64,21.9,101.4
2.62945E+14,315,28.1,184.6,0.57,41.1,84,25.5,110.1
2.51125E+14,245,24.4,110.1,0.69,39.2,60,23.1,99.5
2.632E+14,315,7.6,99.4,0.78,54.3,58,41.3,67
2.61515E+14,340,3.2,92.3,0.43,49,86,30.4,34.2
2.61545E+14,360,5.7,127.8,0.75,33,100,26.7,101.2
2.61722E+14,370,6.6,49.7,0.83,65.1,72,46.2,91.2
2.62527E+14,345,27.5,81.7,1.23,39.1,54,51,87.5
2.63047E+14,450,2.4,149.1,0.62,36.1,120,36.5,62.3
2.50914E+14,415,21.5,184.6,0.39,86.2,80,52.2,124.3
2.5235E+14,512,17,235.9,0.55,109,48,95.2,131.9
2.50225E+14,140,0,59.3,0.47,30.9,26,18.2,76.4
2.51141E+14,355,1.3,65,0.84,34.3,42,60.8,52.7
2.52743E+14,275,27.5,71.2,0.28,77,40,42.5,61.3
2.62758E+14,105,0,23.8,0,15.3,22,12.2,35.8
2.619E+14,80,1.3,17.8,1.01,11.6,30,1.2,57.1
2.61631E+14,350,10.9,74.6,0.99,91.2,90,30.4,89.5
2.60945E+14,305,4.9,46.2,1.15,61.2,60,37.7,77.2
2.6111E+14,455,2.6,198.8,1.55,93.4,80,62,105.8
2.6043E+14,300,4.7,103,1.2,96.9,54,40.1,107.9
2.615E+14,205,6.9,14.2,0.55,9.5,64,10.9,9.7
2.60837E+14,430,41.2,152.7,0.65,92.5,70,62,151.5
2.613E+14,440,12.4,110.1,0.95,71.5,86,54.7,123.8
2.61642E+14,230,1.1,14.2,0.99,45.9,40,31.6,54.7
2.60136E+14,315,2,56.8,1.26,40.1,42,51,99.5
,305,1.5,56.8,0.87,21.2,56,40.1,110
2.62115E+14,435,14.3,216.6,0.99,61.4,84,54.7,142.1
2.61743E+14,735,2.7,326.6,1.49,102.5,64,139.7,165.5
2.61519E+14,290,10,32,1.41,26.1,100,9.7,96.2
2.60024E+14,315,2,56.8,1.26,40.1,42,51,99.5
2.51906E+14,305,0.3,53.3,0.63,22.6,52,42.5,97
2.51815E+14,300,3,56.8,0.89,16.9,64,34,84
2.5133E+14,715,28.3,223.7,0.9,111.7,42,148.2,116.3
2.51445E+14,285,3.5,106.5,0.8,48.7,50,38.9,119.4
2.51229E+14,345,21.6,205.9,0.99,42.5,26,68,125.9
,355,26.1,85.2,0.95,42,46,58.3,72.5
2.51135E+14,315,15.1,49.7,0.62,45.2,62,38.9,44.4
2.51024E+14,555,26.1,213,0.67,145.8,106,70.5,130.6
2.50922E+14,200,8.6,24.9,0.8,39,40,24.3,76.4
2.51038E+14,480,26.7,184.6,0.68,100.7,118,45,85.1
2.50115E+14,250,0.1,32,0.65,19.2,46,32.8,36.5
2.50814E+14,190,0.4,32,0.91,35.5,22,32.8,101.7
2.50621E+14,1065,27.5,504.1,0.78,182.5,230,119.1,188.4
2.5043E+14,595,7.1,252.1,0.65,96.6,122,70.5,104.7
2.50852E+14,465,14.8,149.1,0.93,95.4,66,72.9,121.1
2.5012E+14,190,0.7,32,0.95,27.5,22,32.8,76.9
2.50242E+14,250,10.2,53.3,0.89,30.5,42,35.2,82.6
2.50808E+14,190,1.1,14.2,0.52,6,28,29.2,69.5
2.50913E+14,170,0.7,17.8,0.66,7.5,26,25.5,39.2
2.506E+14,255,2.4,28.4,0.62,13.8,48,32.8,35.4
2.51354E+14,270,0.1,39.1,0.7,83.9,42,40.1,63.6
2.51344E+14,380,20.2,106.5,0.48,101.9,78,45,88.2
2.51339E+14,430,26.7,142,0.44,90.4,80,55.9,120.2
2.51928E+14,345,25.7,71,0.83,44.4,46,55.9,50.4
2.52231E+14,520,25.4,205.9,0.86,114.6,70,83.8,145.1
2.5123E+14,440,22.3,149.1,0.5,65.2,70,64.4,106.3
2.51206E+14,1070,1.4,521.9,1.54,110.2,264,99.6,175.3
2.51211E+14,400,1.8,127.8,1.29,42.3,64,58.3,105.3
2.51301E+14,315,20.2,74.6,1.61,79.1,70,34,95.9
2.51234E+14,225,1.1,39.1,1.52,29.8,40,30.4,95.6
2.51144E+14,235,0,21.3,1.21,31,38,34,50.8
2.5013E+14,280,19.4,56.8,0.98,35,50,37.7,41.3
2.52207E+14,490,5.2,85.2,0.55,95.8,106,54.7,86.1
2.50129E+14,380,4.4,124.3,1.16,110,88,38.9,103.2
,430,8,177.5,1.45,60.5,82,54.7,105.3
,335,23.8,124.3,1.35,37.6,62,43.7,81.6
,325,1.8,35.5,1.67,20.8,18,68,33.1
,810,3.9,397.6,0.78,65.1,162,98.4,145.4
,550,25.6,245,1.61,78.2,112,65.6,103.5
,240,6.8,39.1,1.21,8.9,40,34,33.9
2.44845E+14,330,21.6,85.2,1.36,36.5,64,41.3,57.9
2.45434E+14,380,7,103,1.57,37.1,80,43.7,71.7
2.45319E+14,410,25.6,142,1.15,42.8,84,48.6,47.5
2.44945E+14,215,4.2,32,1.12,11.8,28,35.2,36.4
2.44403E+14,335,22,81.7,1.2,80.2,46,53.5,83.2
,165,2.9,24.9,1.65,8,38,17,99.1
2.44301E+14,210,3.1,28.4,1.35,14,26,35.2,43.9
2.44503E+14,200,0.9,42.6,1.22,21.8,22,35.2,18.8
2.44403E+14,775,40.2,362.1,1.63,155.9,122,114.2,142.1
2.52E+14,340,27.8,166.9,1.07,81,56,48.6,152.2
2.5203E+14,410,15.5,46.2,0.87,38.7,22,86.3,190.3
2.526E+14,185,1.2,46.2,0.52,15.2,40,20.7,20.9
,215,11.4,24.9,0,25.7,28,35.2,25.9
,350,28.4,170.4,0.05,75.8,46,57.1,89.2
,375,16.4,81.7,0.2,59,64,52.2,64.7
2.53015E+14,250,8,39.1,0.32,16.6,42,35.2,60.2
2.53217E+14,255,8.5,17.8,0,14.1,38,38.9,13.8
2.53814E+14,215,1.9,14.2,0.16,5.9,32,32.8,27.3
2.53905E+14,245,12.9,24.9,0.21,25.3,46,31.6,36.3
2.53815E+14,435,2.5,35.5,0.14,43.5,94,48.6,50
2.52114E+14,375,26.2,171.3,0.41,88.2,76,45,116.3
2.5293E+14,240,11.9,17.8,0,10.4,38,35.2,15.1
2.52515E+14,335,28.5,106.5,0.37,68.3,36,59.5,82.8
2.53018E+14,445,28.3,149.1,0,96.3,106,43.7,103.2
2.53109E+14,210,4.1,24.9,0.04,27.4,30,32.8,16.7
2.53256E+14,315,5.5,67.5,0.11,54.3,36,54.7,30.8
2.53805E+14,415,27.6,81.7,0.23,68.1,66,60.8,63.6
2.5463E+14,100,5.1,17.8,0.29,11,16,14.6,0
2.55103E+14,85,9,10.7,0.11,14,20,8.5,0
2.55703E+14,150,19.4,49.7,0.19,15,44,9.7,11.5
2.536E+14,255,30,49.7,0.08,39,52,30.4,17.6
2.55344E+14,145,1.1,14.2,0,7,30,17,0
,75,7.4,7.1,0.33,4.5,14,9.7,0
2.53056E+14,295,30,78.1,0.5,28,78,24.3,24
2.54623E+14,715,21.5,287.6,0.52,70.6,132,93.6,180
2.54623E+14,95,22.1,10.7,0.71,20.3,28,6.1,1.1
,155,19.6,24.9,0.3,5.2,44,10.9,0
2.54812E+14,165,9.1,42.6,0.04,24.3,50,9.7,16.5
2.54357E+14,210,30,46.2,0.14,28,72,7.3,3.4
2.54621E+14,85,10,14.2,0,15,18,9.7,1.1
,135,25.6,14.2,0.63,14.4,36,10.9,0
2.55802E+14,105,9.8,17.8,0.31,17.6,28,8.5,19
2.54623E+14,380,4.3,106.5,0.44,16.8,66,52.2,58.5
2.5573E+14,100,1.5,46.2,0.45,33.5,32,4.9,68
2.54611E+14,100,7.2,10.7,0.41,10,18,13.4,1.2
,340,31,42.6,0.69,59,110,15.8,56
2.45828E+14,285,11,28.4,1.14,25,92,13.4,48
,340,21,53.3,1.22,36,102,20.7,46
2.50613E+14,300,26,32,0.48,15,82,23.1,30
2.51131E+14,295,6,17.8,1,15,70,29.2,30
2.5133E+14,465,50,223.7,1.13,75,150,21.9,229
2.45515E+14,365,16,60.4,1.23,31,104,25.5,48
2.51531E+14,330,7.3,56.8,0.51,24,86,27.9,56
,335,7.1,71,0.5,32,72,37.7,55
,220,2.4,35.5,0.5,23,78,6.1,43
2.44331E+14,330,1.4,53.3,0.89,55,70,37.7,66
2.5143E+14,215,50,17.8,0.27,4.7,66,12.2,46.4
2.51535E+14,210,6.1,35.5,0.85,6.7,64,12.2,61.8
2.5073E+14,290,0.6,17.8,0.91,6.3,82,20.7,19.3
2.51326E+14,480,0.8,248.5,0.18,7.3,150,25.5,102.5
2.4573E+14,270,0.3,17.8,0.15,14.2,84,14.6,61.6
2.50823E+14,265,20,81.7,0.76,23.7,70,21.9,66.7
,250,20.5,92.3,0.42,23,60,24.3,79.6
2.54656E+14,300,2,110.1,1.26,34.1,60,36.5,75.4
2.55346E+14,420,9.1,134.9,1.32,44.2,78,54.7,57.2
2.55223E+14,135,1.3,35.5,0.37,6.7,40,8.5,14.1
2.50235E+14,280,5.4,120.7,0.99,50.4,38,45,88.8
2.55115E+14,180,17.8,67.5,1.66,38.3,54,10.9,71.3
2.54522E+14,230,7.3,56.8,0.8,26.8,38,32.8,50.4
2.55306E+14,285,13.9,152.7,1.23,90.9,60,32.8,109.3
2.55305E+14,250,4.5,71,0.4,22.5,32,41.3,50.7
2.55839E+14,320,17.9,110.1,0.65,42.3,78,30.4,77.3
2.55845E+14,125,1.1,28.4,0.47,15.8,26,14.6,23.7
2.55845E+14,195,15.2,74.6,1.08,45.4,56,13.4,48.8
2.55331E+14,530,15.8,426,0.99,98.1,102,66.8,298.1
2.54308E+14,250,5.7,74.6,0.51,28.2,56,26.7,60.1
2.54116E+14,315,0.1,63.9,0.25,26.5,32,57,56.8
2.5443E+14,215,0,10.7,0.34,5.7,36,30,37.4
2.44503E+14,330,0,131.4,0.52,48.7,32,61,96.1
2.54228E+14,200,0.3,14.2,0.05,21.9,32,29,39.5
2.54748E+14,250,0,21.3,0.49,16.6,68,19,35.1
2.55317E+14,990,25.5,415.4,0.45,212.2,44,214,155.6
2.54908E+14,275,9.1,24.9,0.55,25.7,56,33,34.2
2.55014E+14,250,0,28.4,0.64,41.5,50,30,49.5
2.6034E+14,270,0,21.3,0.34,10.1,58,30,59.8
2.55845E+14,390,0,113.6,0.26,64.2,76,49,79.8
2.6053E+14,435,12.5,152.7,0.43,150.2,88,52,119.2
2.54805E+14,530,4.5,195.3,0.15,90.2,118,57,67.5
2.548E+14,330,0,17.8,0.44,26.2,46,52,47.9
2.55438E+14,685,25,248.5,0.46,144.2,110,100,148.6
,255,26.2,71,0.28,46.7,58,27,81.2
2.54201E+14,550,18.6,259.2,0.78,137.1,112,65.6,115.8
2.54644E+14,465,23.1,188.2,1.37,99.2,118,41.3,121.1
2.55447E+14,305,2.8,60.4,1.02,60,64,35.2,80.2
2.54015E+14,515,7.2,163.3,1.09,94.3,122,51,59.2
2.54817E+14,130,4.1,24.9,0.55,25.8,24,17,86.1
2.5595E+14,195,2.6,39.1,1.21,23.4,40,23.1,66.3
2.552E+14,895,18.6,362.1,1.24,168.2,168,115.4,197.3
2.54245E+14,240,2,17.8,0.61,48.8,50,27.9,38.3
2.55111E+14,250,1.7,53.3,1,29.3,52,29.2,70.7
2.5353E+14,265,1.5,7.1,2.12,25.1,66,24.3,42.3
2.54752E+14,300,1,60.4,1.35,58.1,56,38.9,43.2
2.55049E+14,225,4.1,32,0.84,25.7,60,18.2,43.3
2.54545E+14,345,5,88.8,0.83,57.4,80,35.2,53.2
2.55058E+14,295,4.7,7.1,0.75,42.8,78,24.3,32.3
2.54852E+14,405,6.4,134.9,0.85,101.1,108,32.8,52.3
2.513E+14,400,25,163.3,1.04,117.7,48,68,121.1
2.50824E+14,385,0.1,106.5,0.19,34.4,64,54.7,32.6
2.51329E+14,265,1.7,21.3,0.31,0.2,46,36.5,15.3
2.50845E+14,275,0.1,14.2,0.35,0.9,54,34,28.4
2.62531E+14,185,0.5,14.2,0.78,1.5,26,29.2,18.4
2.63716E+14,130,2.3,14.2,0.38,0.6,28,14.6,32
,135,1.6,14.2,0.45,2.6,4,30.4,22.1
2.63405E+14,165,0.9,17.8,0.13,7.2,26,24.3,34.7
2.64345E+14,140,1.1,14.2,0.35,7.1,40,9.7,17.2
2.63512E+14,120,0.9,10.7,0.12,0.4,22,15.8,39.1
2.62618E+14,95,1,21.3,0.1,4.6,16,13.4,46.2
2.63512E+14,145,5.2,17.8,0.38,4.5,30,17,18.6
2.62925E+14,155,12,10.7,0.43,8.4,6,34,26.9
2.62545E+14,285,1.8,21.3,0.76,6.6,84,18.2,28
,285,17,35.5,1.06,7.8,88,15.8,33
2.6063E+14,415,2,17.8,0.91,89,124,25.5,13
,330,9,14.2,0.96,22.8,88,26.7,22
2.60638E+14,180,1.5,14.2,1.16,7.6,50,13.4,6.9
2.61306E+14,250,10,14.2,0.94,5.6,64,21.9,13
2.61246E+14,375,9,71,1,13.5,110,24.3,17
2.60445E+14,275,2.3,10.7,0.81,43,76,20.7,14
2.55612E+14,240,12.3,17.8,0.8,34,74,13.4,22
2.60404E+14,520,0.6,166.9,0.89,34.4,156,31.6,104
2.61053E+14,175,0.5,14.2,0.66,35,40,18.2,15
2.61642E+14,565,17,188.2,0.78,90,166,36.5,136
2.61615E+14,260,0.6,14.2,0.9,8.4,76,17,5.5
2.55909E+14,460,28,71,0.74,89,152,19.4,41
,180,0.1,14.2,0.31,4.8,40,19.4,18.2
2.6055E+14,190,18.1,28.4,0.43,19.2,52,14.6,19.8
2.52925E+14,225,11.6,14.2,0.3,7.1,42,29.2,1.1
2.62416E+14,240,3.2,21.3,0.3,8.2,56,24.3,1.7
2.62153E+14,330,2.3,46.2,0.52,21.6,66,40.1,25.1
2.6153E+14,255,6.1,74.6,0.65,77.8,34,41.3,112.5
2.62857E+14,285,12.1,21.3,0.87,23.6,62,31.6,34.9
2.631E+14,195,4.3,53.3,0.43,23.2,48,18.2,55.9
2.6055E+14,265,14.2,32,0.71,26.2,58,29.2,16.1
,110,5.6,21.3,0.52,46.2,22,13.4,19.2
2.60347E+14,205,1.3,46.2,0.31,27.4,50,19.4,36.2
2.61508E+14,225,0.2,17.8,0.5,24.1,60,18.2,20.1
2.61752E+14,130,0.2,28.4,0.28,7.3,24,17,19.3
2.6202E+14,95,0,7.1,0.1,2.4,20,10.9,5.6
2.61936E+14,270,18.6,53.3,0.45,27.9,62,27.9,29.9
2.60925E+14,255,1.9,71,0.48,21.9,46,34,46.8
2.6175E+14,180,3.2,21.3,0.65,17.4,40,19.4,28.2
2.6254E+14,195,14.2,28.4,0.37,30.1,40,23.1,19.8
2.60707E+14,300,26.1,95.9,0.75,118.6,76,26.7,98.1
2.62545E+14,320,0,21.3,0.67,54,40,53,28.4
2.60712E+14,525,0.8,241.4,0.31,102.2,108,62,77.9
2.55237E+14,255,0,24.9,0.48,17,52,30,17.2
2.54059E+14,380,0,14.2,0.45,61,40,68,45.2
,310,22.4,49.7,0.37,61.5,84,24,28.5
2.55615E+14,325,0.1,10.7,0.25,44.7,32,60,61.3
2.54215E+14,230,1.8,21.3,0.29,32,40,32,44.2
2.541E+14,680,26.5,184.6,0.28,101.2,88,112,69.5
2.53857E+14,250,4.1,42.6,0.04,21.9,58,26,20.5
2.53615E+14,270,1.5,14.2,0.41,46.7,40,41,37.6
2.45508E+14,395,23.5,56.8,0.25,60.2,60,60,34.7
,200,1.5,71,0.44,5.4,58,13.4,19.5
2.55059E+14,505,5.2,159.8,0.21,75.7,88,69.3,65.2
2.70452E+14,245,1.2,14.2,0.52,23.7,54,26.7,22.7
,400,11.1,71,0.52,40.1,98,37.7,66.1
2.65715E+14,385,30.2,134.9,1.01,40.2,100,32.8,91.1
,165,0.7,14.2,0.59,2,56,6.1,13.5
2.71846E+14,445,17.3,170.4,1.38,84.8,82,58.3,104.7
2.70824E+14,330,3.5,78.1,0.03,85.8,68,38.9,84
2.659E+14,340,14.1,14.2,0.49,5,72,38.9,8.9
2.64815E+14,380,24.1,67.5,0.45,47.8,112,24.3,65.1
2.717E+14,400,0.1,81.7,0.33,26.3,78,49.8,56.3
2.70002E+14,395,15.6,127.8,0.54,72.4,68,54.7,112.4
,400,30,117.2,0.79,70.4,52,65.6,92.1
2.72545E+14,195,0,21,0.24,13,48,18,38
2.70909E+14,90,0,14,0.44,5.8,32,2.4,5
1.91205E+14,170,0,70,0.16,4.2,42,15.6,46.6
2.00315E+14,50,1.6,49,0.72,19.1,16,2.4,87.3
1.9195E+14,130,0,24.5,0.17,3.6,26,15.6,2.8
1.94839E+14,65,0.9,45.5,0.17,31.8,16,6,54.5
1.93436E+14,60,24.9,35,0.06,12.5,22,1.2,81.5
1.9281E+14,240,62.4,129.5,0.07,14.6,74,13.2,87.8
1.95035E+14,110,0.9,21,0.24,12,32,7.2,14.9
1.92047E+14,90,0.6,14,0.14,11.6,16,12,6.9
1.9051E+14,115,0.7,21,0.2,3.6,16,18,6.2
1.94025E+14,120,16.4,35,0.08,6.5,38,6,17
1.9261E+14,70,0.2,14,0.22,4.5,22,3.6,3.2
1.90545E+14,95,0.8,14,0.15,18.4,28,6,4.4
1.94315E+14,340,21.5,126,0.2,52.9,64,43.2,38.2
1.94624E+14,185,5.7,98,0.32,34.3,10,38.4,95.9
1.9035E+14,155,0,17.5,0.21,12.2,36,15.6,7.9
1.95457E+14,65,0.7,31.5,0.65,5.3,18,4.8,33.2
1.9513E+14,70,68.6,59.5,0.6,16,16,7.2,82.4
1.917E+14,115,0,59.5,0.14,5.3,28,10.8,40.5
1.90946E+14,100,0.8,21,0.16,3.9,32,4.8,6.1
,300,0.6,77,0.53,38.4,66,32.4,18
2.041E+14,205,11.6,66.5,0.56,22.3,46,21.6,14.6
2.0372E+14,45,0.5,17.5,0.77,6.2,12,3.6,56.7
2.04135E+14,135,6.7,31.5,0.46,25.7,32,13.2,18.4
2.03407E+14,150,32.3,91,0.6,11.6,28,19.2,96.8
,65,0.1,45.5,0.96,7.5,18,4.8,80.8
2.03148E+14,75,7.2,66.5,0.81,13.8,18,7.2,96.5
2.01715E+14,160,0.5,38.5,0.39,42.7,42,13.2,39.8
2.10559E+14,225,5.6,112,1.31,49.4,42,28.8,97.6
2.02531E+14,110,40.1,70,0.53,69.8,42,1.2,92.4
2.11219E+14,245,0.8,101.5,0.7,75.9,36,37.2,78.9
2.0103E+14,50,5.1,24.5,0.53,16.3,12,4.8,81.5
2.01658E+14,140,0.2,45.5,0.34,42.5,46,6,40.9
,200,7.2,66.5,0.96,42.8,38,25.2,85.6
2.02213E+14,220,35.6,66.5,0.46,42.5,46,25.2,33.5
2.01645E+14,295,0.4,140,0.46,70.5,58,36,110
2.15508E+14,315,43.5,42.5,0.42,50.6,36,17,9.3
2.2281E+14,120,8.3,35.4,0.3,22.7,112,7.3,7.2
2.223E+14,360,0.5,46,0.07,11.4,142,19.4,12.7
2.226E+14,405,40.8,134.5,0.05,31.4,116,12.2,76.2
,335,1.2,74.3,0.08,6.8,8,10.9,9
2.1581E+14,55,14.5,21.2,0.16,0.6,82,8.5,2
2.15647E+14,250,17.7,67.3,0.47,24.1,94,10.9,6.4
2.1564E+14,350,30.3,123.9,0.21,94.1,28,27.9,91
2.30109E+14,370,0.4,38.9,0.56,77.2,122,18.2,6.4
2.14646E+14,370,28.5,67.3,0.18,56.3,76,15.8,13
2.15338E+14,225,18.9,17.7,0.68,15,22,8.5,7.3
2.253E+14,95,0.2,17.7,0.72,4.4,2,9.7,6.2
2.2114E+14,40,1,10.6,0.41,8.6,226,8.5,1.9
2.15815E+14,275,13.2,60.2,0.22,35.3,96,14.6,13.5
