Well_ID,TH_2022,NO3_2022,Cl_2022,F_2022,SO4_2022,Ca_2022,Mg_2022,Na_2022
1.02931E+13,120,0.5,35.5,0.4,23.4,28,12.2,6.2
1.10461E+13,710,197.2,433.1,1.06,242.1,104,109.5,286.5
1.10643E+13,500,165,113.6,0.09,147.2,116,51.1,136.9
1.10409E+13,690,3.5,426,1.44,143,140,82.7,166.4
1.05946E+13,690,1.2,276.9,0.62,154.5,128,90,88.2
1.04531E+13,680,5.4,248.5,0.43,86.4,176,58.4,33.1
1.11746E+13,460,3,220.1,0.8,203.8,88,58.4,127.5
1.10412E+13,520,165,269.8,0.3,148.3,88,73,155.7
1.10732E+13,980,8.7,894.6,0.13,48.6,208,111.9,501.4
1.10606E+13,500,44.6,255.6,1.21,247.6,84,70.5,220.3
1.03461E+13,240,4.1,113.6,0.45,75.1,48,29.2,64.8
1.10518E+13,420,78.5,262.7,1.56,209.5,56,68.1,244.3
1.31216E+13,200,2.2,63.9,0.65,12,64,9.7,88.4
1.30708E+13,330,21.8,184,0.76,28,48,46.2,46
1.30346E+13,260,2.1,120.7,0.72,9,76,17,182.6
1.32005E+13,360,2.4,127.8,0.54,92,72,43.8,126.6
1.31546E+13,390,2.2,539.6,1.11,360,84,97.3,282
1.30751E+13,400,1.4,99.4,0.81,90,84,12.2,26.6
1.30912E+13,160,15,148,1.38,42,44,43.8,53
1.30714E+13,1120,6.4,860,0.72,970,152,180,840
1.32746E+13,180,13.4,92.3,0.12,85,36,21.9,40.5
1.31713E+13,340,2,185,0.92,198,64,36.5,131
1.31645E+13,300,2.7,158,0.49,48,60,26.8,45
1.32401E+13,680,26.7,262.7,0.81,95,112,58.4,56.3
1.31209E+13,330,33.4,525.4,0.72,202,32,60.8,351.9
1.31231E+13,340,1,702.9,0.6,129,76,36.5,534
1.31046E+13,620,10.9,292,0.65,92,104,87.6,86
1.30004E+13,305,15,228,0.92,180,48,11,210
1.30835E+13,520,89.6,305.3,0.56,55,128,48.6,232.4
1.32005E+13,160,31.7,319.5,1.38,205,20,109.4,131.8
1.30146E+13,360,3,156.2,0.24,164.7,40,63.2,129.3
1.30401E+13,1030,10,688.7,1.08,245,260,92.4,262.8
1.31614E+13,570,0.5,347.9,0.78,123,128,60.8,174.3
1.31601E+13,430,2.2,134.9,0.24,113,72,60.8,51.8
1.31312E+13,630,13.6,71,1.32,125,72,24.3,68
1.31216E+13,380,14.5,120.7,1.08,48,80,43.8,51.2
1.12458E+13,340,55.9,92.3,0.3,15,88,29.2,76.1
1.31755E+13,260,2.7,120.7,0.25,180,64,63.2,40.5
1.30154E+13,530,15.1,255.6,0.97,128,40,104.6,103.8
1.30717E+13,280,5.9,252.1,0.39,187,10,62,413.4
1.31846E+13,310,48.4,191.7,0.42,11.5,60,38.9,180
1.31643E+13,380,1.3,56.8,0.57,42,48,14.6,3.4
1.32032E+13,290,9.6,120.7,0.3,72,76,24.3,94.2
1.31001E+13,280,1.2,99.4,1.26,142,48,38.9,72.7
1.32458E+13,300,2.9,376.3,0.9,218,60,36.5,367.2
1.31127E+13,240,11.1,78.1,0.1,12,88,4.9,38
1.31948E+13,340,38.8,475.7,0.84,282,84,31.6,642
1.30346E+13,220,20,35.5,0.6,201,52,21.9,110.3
1.32408E+13,740,21.9,562,0.54,418,144,92.4,381.3
1.31116E+13,410,4.1,234.3,1.02,102,84,48.6,130
1.30731E+13,600,31.8,198.8,0.84,142,92,90,143.8
1.30831E+13,480,155.8,376.3,1.02,170,100,55.9,272.8
1.31955E+13,250,26.3,205.9,0.72,93,28,43.8,98.8
1.32031E+13,340,27,134.9,0.48,12,92,26.8,72.7
1.30207E+13,340,12.5,125,0.46,15,80,24.3,0.5
1.30957E+13,560,2,184.6,0.78,36,96,77.8,6.7
1.31258E+13,400,17,134.9,0.8,160,88,43.8,96.5
1.30957E+13,360,17.1,171,0.62,12,56,53.5,15
1.3194E+13,290,8.7,78.1,0.81,88,76,43.8,21.1
1.31503E+13,240,26.9,92.3,0.18,32,48,29.2,46
1.31827E+13,270,3.4,184.6,0.48,102,56,31.6,103
1.04061E+13,450,101.9,284,0.37,53.5,68,68.1,105.7
1.05316E+13,360,7.8,120.7,0.37,67.4,68,46.2,32.4
1.04446E+13,400,2,184.6,0.71,69.5,52,65.7,114.4
1.04316E+13,1130,66.1,894.6,0.98,198.7,92,218.9,379.7
1.05739E+13,240,3.3,198.8,1,78.1,20,46.2,175.9
1.02216E+13,300,40,142,0.07,70.4,52,41.4,110.8
1.05437E+13,250,11.2,127.8,0.45,39.2,60,24.3,44.7
1.05238E+13,150,2.3,85.2,0.04,71.7,48,7,53.2
1.04431E+13,310,0.5,92.3,0.55,35.1,96,17,41
1.02728E+13,700,136.2,319.5,0.68,38.8,160,73,42.2
1.10421E+13,290,7,120.7,1.23,66.7,72,26.8,99.1
1.04818E+13,470,8.1,319.5,1.2,43.8,100,53.5,138.9
1.0521E+13,380,6,142,0.7,60,76,46.2,44.3
1.11804E+13,820,99,305.3,0.27,222.8,156,104.6,110.5
1.03301E+13,930,0.5,816.5,0.48,198.4,208,99.7,296.5
1.04536E+13,480,0.2,269.8,0.62,129.4,140,31.6,139.1
1.05907E+13,510,13.9,333.7,0.2,122.4,68,82.7,165.3
1.03653E+13,610,78.4,255.6,0.5,163.4,144,60.8,109.7
1.03654E+13,470,53.8,241.4,0.34,165,136,31.6,158.1
1.04802E+13,2250,396.5,1519.4,0.56,300,720,109.5,566
1.05731E+13,280,4.9,262.7,0.15,77.9,68,26.8,133.9
1.03818E+13,460,3,255.6,0.93,58.2,100,51.1,68.6
1.05013E+13,390,17.9,184.6,0.65,40,76,48.6,150.6
1.1124E+13,630,312.8,134.9,1.44,77.1,148,63.2,54.9
1.05913E+13,580,235.8,532.5,1.14,283.6,116,70.5,380.4
1.10101E+13,1030,331.5,511.2,0.88,296.8,256,94.9,280
1.10246E+13,450,255.6,198.8,0.72,67.9,68,68.1,202.7
1.05631E+13,1010,20,1050.8,0.33,200,184,133.8,573.6
1.04854E+13,300,31,149.1,0.36,48,56,38.9,69
1.05046E+13,320,5.4,163.3,0.61,24.9,56,43.8,74.7
1.04443E+13,700,0.7,497,1.21,36.4,128,92.4,203.4
1.10006E+13,540,43.1,326.6,0.82,164.6,92,75.4,206.3
1.05406E+13,470,199.7,355,0.57,146.2,112,46.2,250.4
1.05122E+13,310,0.2,134.9,0.36,42,48,46.2,47.7
1.0572E+13,300,18.6,149.1,0.81,98,92,17,124.5
1.10716E+13,840,162.8,340.8,0.17,165.4,224,68.1,82
1.05726E+13,580,0.3,397.6,0.02,103.6,104,77.8,139.6
1.05931E+13,390,5.2,220.1,0.38,43.8,108,29.2,81.6
1.04501E+13,430,19.5,262.7,0.62,52.9,88,51.1,80.3
1.04731E+13,670,0.4,411.8,0.33,90,68,121.6,155.9
1.05111E+13,120,0.7,56.8,0.1,14.5,20,17,15.8
1.05327E+13,380,36.6,284,0.65,232.6,76,46.2,243.9
1.10151E+13,640,52.4,248.5,0.37,110.2,176,48.6,150.3
1.02131E+13,710,2.7,582.2,0.51,29.5,136,90,203.4
1.11545E+13,780,115.4,262.7,0.83,188.6,124,114.3,115.6
1.03301E+13,690,68.5,383.4,0.52,123.9,200,46.2,105
1.05223E+13,360,17.9,149.1,0.46,98,76,41.4,90.4
1.05446E+13,460,4.1,191.7,0.95,101.7,132,31.6,72.9
8.33568E+12,540,9,276.5,1.08,131,40,106.9,184.5
8.44048E+12,375,25,212.7,0.43,87,116,20.7,95
9.01458E+12,530,78,475,1.51,692,128,51,436.2
9.13048E+12,320,22,78,1.13,130,52,46.2,77.4
8.59508E+12,510,52,134.7,0.47,127,84,72.9,46.7
9.08358E+12,320,7,21.3,0.5,43,64,38.9,9.8
9.08558E+12,240,4,85.1,0.32,47,40,34,29
9.08408E+12,400,26,156,0.6,122,80,48.6,75.8
9.09008E+12,350,24,219.8,0.89,113,72,41.3,275.7
8.56408E+12,560,11,205.6,1.37,127,52,104.5,57
9.10308E+12,390,4,78,0.52,87,40,70.5,33
8.24008E+12,500,55,92.2,0.8,110,68,80.2,54.8
8.55508E+12,1440,72,730.3,1.5,904,296,170.1,463.4
8.52008E+12,400,7,92.2,0.37,90,80,48.6,58
8.49608E+12,155,4,56.7,0.89,26,16,27.9,23.2
9.01548E+12,300,3,63.8,0.67,70,16,63.2,76.1
8.38038E+12,420,3,85.1,0.91,28,68,60.8,72.7
8.54048E+12,190,22,70.9,0.18,22,64,7.3,28.5
9.13608E+12,1690,81,581.4,1.3,387,248,260.1,32
9.13568E+12,290,35,85.1,0.77,267,64,31.6,212.1
9.09308E+12,235,32,63.8,0.48,53,28,40.1,27
8.26158E+12,190,5,120.5,0.17,42,56,12.2,36
8.31058E+12,1180,70,602.7,0.34,476,412,36.5,92
9.00058E+12,535,46,148.9,1.66,133,108,64.4,35.7
8.38388E+12,480,34,326.1,0.9,22,56,82.6,219
8.39008E+12,1200,24,822.4,0.56,97,252,138.5,171.8
9.18498E+12,200,43,78,0.47,186,12,41.3,470.6
8.29458E+12,150,1,42.5,0.36,48,52,4.9,18
8.25608E+12,700,58,354.5,0.45,87,196,51,112.1
8.26408E+12,590,62,297.8,0.42,151,156,48.6,169.3
8.37308E+12,110,2,63.8,1.73,57,28,10,48.3
8.36308E+12,790,79,439.6,0.45,126,164,92.4,102
8.29408E+12,590,28,503.4,0.55,350,88,89.9,316
8.29458E+12,275,4,49.6,0.52,14,52,35.2,21.8
8.48308E+12,840,7,1779.6,1.65,740,48,175,1477
8.25478E+12,490,50,312,1.36,97,56,85.1,185
8.26038E+12,360,49,184.3,0.38,60,136,4.9,132
9.04378E+12,230,11,14.2,0.82,47,40,31.6,3
9.19308E+12,790,58,241.1,1.6,266,196,72.9,34.6
9.03308E+12,1590,56,255.2,0.48,1660,312,196.9,450
1.24549E+13,430,3.1,227.2,1,63,36,82.7,80.7
1.25422E+13,600,1.3,348,1.8,255,100,75.4,189
1.22841E+13,900,350.7,624.8,1.32,168,56,184.9,345.2
1.30641E+13,620,36,511.2,1.2,114,88,97.3,245.7
1.25561E+13,340,6.7,340.8,0.82,104,52,51.1,205.7
1.25241E+13,400,55.9,149.1,0.92,153,28,80.3,88.1
1.14757E+13,280,49.6,163.1,0.72,235.2,72,24.3,253
1.21455E+13,480,111.6,453.8,1.8,144,64,77.8,312.8
1.20252E+13,480,136.4,354.5,0.45,288,100,55.9,391
1.15828E+13,420,68.2,248.2,1.06,153.6,120,29.2,167.9
1.13734E+13,220,37.2,46.1,0.65,96,64,14.6,75.9
1.21201E+13,300,12.4,106.4,0.12,144,60,36.5,92
1.13754E+13,460,49.6,283.6,0.32,96,124,36.5,142.6
1.13816E+13,660,130.2,638.1,0.38,288,104,97.2,425.5
1.1572E+13,670,86.8,255.2,1.12,168,120,89.9,154.1
1.21509E+13,840,55.8,1134.4,0.45,288,124,128.8,621
1.21516E+13,560,43.4,567.2,0.72,168,80,87.5,374.9
1.21344E+13,300,62,46.1,1.53,134.4,72,29.2,103.5
1.14554E+13,285,37.2,219.8,0.45,192,84,18.2,230
1.15629E+13,450,49.6,283.6,1.46,168,88,55.9,174.8
1.1442E+13,1100,68.2,375.8,0.79,288,168,165.3,103.5
1.14422E+13,300,62,248.2,0.92,153.6,80,24.3,289.8
1.1572E+13,450,43.4,283.6,0.72,144,72,65.6,200.1
1.20604E+13,1550,68.2,1347.1,1.39,480,320,182.3,437
1.21019E+13,150,12.4,28.4,0.12,24,40,12.2,32.2
1.20541E+13,350,49.6,85.1,1.06,192,68,43.8,119.6
1.1573E+13,370,1.2,49.6,1.19,52.8,44,63.2,69
1.20747E+13,100,12.4,35.5,0.45,38.4,24,9.7,9.2
1.21501E+13,330,37.2,78,1.15,96,96,21.9,105.8
1.10131E+13,250,49.6,141.8,0.86,96,80,12.2,131.1
1.15834E+13,430,43.4,67.4,0.95,100.8,60,68.1,48.3
1.20805E+13,370,99.2,106.4,0.72,168,80,41.3,73.6
1.21733E+13,320,49.6,42.5,0.59,57.6,68,36.5,80.5
1.14315E+13,250,55.8,35.5,1.63,100.8,92,4.9,92
1.15646E+13,500,93,602.7,1.14,288,148,31.6,460
1.14848E+13,400,111.6,283.6,1.76,192,68,55.9,269.1
1.15957E+13,380,93,74.4,1.44,192,92,36.5,105.8
1.25006E+13,400,18.6,53.2,0.45,144,96,38.9,29.9
1.1531E+13,520,62,141.8,1.12,124.8,100,65.6,98.9
1.15313E+13,310,74.4,74.4,1.33,240,64,36.5,216.2
1.21218E+13,440,55.8,148.9,0.45,384,96,48.6,119.6
1.21133E+13,480,24.8,63.8,0.37,57.6,68,75.3,32.2
1.14411E+13,180,37.2,63.8,1.1,144,44,17,181.7
1.14347E+13,400,31,56.7,1.12,144,52,65.6,69
1.15948E+13,550,37.2,212.7,0.28,144,76,87.5,34.5
1.15714E+13,400,62,141.8,0.59,254.4,112,29.2,204.7
1.1441E+13,170,12.4,70.9,0.65,96,32,21.9,121.9
1.14144E+13,380,192.2,46.1,1.12,62.4,120,19.4,62.1
1.14113E+13,400,24.8,248.2,0.45,163.2,52,65.6,200.1
1.14128E+13,330,74.4,283.6,1.06,144,48,51,276
1.15134E+13,500,99.2,290.7,0.52,168,128,43.8,184
1.21522E+13,420,31,88.6,0.65,192,80,53.5,59.8
1.1432E+13,400,74.4,106.4,0.79,153.6,112,29.2,101.2
1.14216E+13,460,39.1,428.9,1.06,120,120,38.9,248.4
1.13157E+13,800,12.4,425.4,0.65,38.4,280,24.3,87.4
1.20226E+13,420,12.4,35.5,0.18,144,60,65.6,23
1.23958E+13,500,107.4,220.1,0.54,23,156,26.8,158.3
9.21508E+12,760,101,482.1,1.69,498,40,160.4,527.8
9.26248E+12,740,19,545.9,0.86,27,80,131.2,163.5
9.26478E+12,180,3,56.7,0.27,5,52,12.2,6
9.30478E+12,420,7.2,262.3,1.09,144,64,63.2,197
9.44208E+12,980,80,666.5,1.71,15,196,119.1,216
9.30428E+12,100,8,14.2,0.47,18,22,11,4.7
9.22608E+12,660,37,836.6,1.34,220,28,143.4,508.9
9.22608E+12,550,83,219.8,1.06,46,52,102.1,166.1
9.37608E+12,260,31.6,49.6,1.01,21.7,56,29.2,24.8
9.27508E+12,1170,47.1,857.9,1.28,426,328,85.1,450.7
9.36358E+12,450,21,134.7,1.38,36.4,88,55.9,59.2
9.40108E+12,810,90,517.6,1.21,23.8,172,92.4,198
9.24008E+12,290,3,127.6,0.68,24,72,26.7,28
9.37488E+12,460,8.7,170.2,1.88,24.1,68,70.5,163.8
9.09038E+12,290,41,698.4,1.73,166,36,48.6,616
9.29558E+12,460,48,340.3,0.96,106,48,82.6,166.7
9.01028E+12,440,66,113.4,1.79,16,64,68.1,78
9.36158E+12,260,14,21.3,1.84,55,40,38.9,80
9.19308E+12,3190,74,4055.5,1,1476,556,437.5,2212
9.34008E+12,1730,32.6,815.4,1.7,478,300,238.2,281.3
9.29298E+12,80,27,49.6,1.59,14.4,16,9.7,245
9.27458E+12,680,38,368.7,1.3,82,92,109.4,208.1
9.33308E+12,1280,82,581.4,1.84,35.9,316,119.1,104.5
9.27008E+12,530,80,375.8,0.53,17,100,68.1,150
9.09078E+12,390,7.9,120.5,0.85,18.2,68,53.5,77.4
9.30008E+12,1330,23,893.3,0.98,217,168,221.2,189.8
9.36308E+12,450,58,156,1.06,88,64,70.5,184
9.30408E+12,360,14.1,170.2,1.25,79,84,36.5,190.3
9.30398E+12,570,40,205.6,1.67,244,64,99.6,215
9.19608E+12,1100,67,694.8,1.81,297,96,209,485
9.25018E+12,260,20,63.8,0.7,55,72,19.4,12
9.34608E+12,640,42,510.5,1.67,178,108,89.9,430.1
9.38098E+12,250,1.8,21.3,1.66,33.2,40,36.5,47.7
2.0502E+14,360,6,105,0.82,73,76,41,67
2.04319E+14,220,16,35,0.32,36,68,12,28
2.10625E+14,425,37,217,0.31,73,86,51,98
2.05539E+14,265,8,32,0.18,108,84,13,23
2.10633E+14,250,14,57,0.3,58,84,10,13
2.04435E+14,315,16,80,1.7,29,54,44,96
2.04518E+14,815,45,265,2.52,81,102,136,115
2.05729E+14,100,9,22,0.22,14,24,10,8
2.0533E+14,390,46,367,0.19,115,96,37,272
2.05712E+14,135,17,12,0.18,11,16,23,4
2.10454E+14,290,2,60,0.48,5,66,30,35
2.05505E+14,450,48,192,0.52,79,88,56,65
2.05607E+14,250,33,67,0.27,57,80,12,31
2.1011E+14,190,44,57,0.12,10,38,23,13
2.05713E+14,350,45,112,0.15,64,104,22,21
2.04316E+14,310,24,70,0.16,43,72,32,13
2.05235E+14,550,1,207,0.98,90,120,61,82
2.05424E+14,565,43,155,0.42,76,26,122,51
2.11558E+14,230,39,107,0.11,7,52,24,16
2.10027E+14,410,8,220,0.22,74,84,49,26
2.05327E+14,530,35,147,0.53,90,112,61,22
2.0501E+14,310,4,32,0.45,98,78,28,10
2.05835E+14,405,3,157,2.23,98,78,51,103
2.10524E+14,345,1,127,0.44,86,48,55,47
2.11155E+14,175,7,45,0.35,21,40,18,13
2.05535E+14,330,34,62,0.29,33,64,41,14
2.10822E+14,310,48,115,0.29,57,44,49,30
2.04922E+14,185,15,80,0.18,17,42,19,18
2.03845E+14,505,40,392,0.72,127,28,106,235
2.1042E+14,100,1,17,0.5,9,20,12,32
2.10525E+14,250,1,77,1.1,68,44,34,71
2.05532E+14,140,9,70,0.18,23,28,17,26
2.11E+14,260,46,200,0.16,105,44,37,223
2.1234E+14,195,6,50,0.28,11,38,24,22
2.05655E+14,160,2,57,0.25,11,34,18,32
2.0551E+14,385,42,107,0.73,33,52,62,69
2.04848E+14,260,31,52,0.84,29,36,41,81
2.03554E+14,190,22,40,0.17,7,50,16,16
2.03554E+14,185,2,12,0.32,5,30,27,15
2.05307E+14,145,2,12,0.35,5,38,12,19
2.04813E+14,185,10,70,1.45,65,32,26,175
2.10044E+14,218,5,51,0.3,24,59,17,34
2.04004E+14,187,3,42,0.5,15,57,11,26
2.04447E+14,217,10,221,0.9,48,58,18,210
2.04428E+14,143,0,20,0.93,15,48,6,50
2.03503E+14,278,17,99,0.46,43,75,22,41
2.0282E+14,343,46,209,1,108,96,25,79
2.04233E+14,406,21,182,0.5,70,60,63,33
2.0185E+14,386,42,132,0.34,70,60,57,64
2.03522E+14,198,20,47,0.68,35,42,23,37
2.024E+14,282,16,27,1.61,26,46,40,49
2.04002E+14,429,3,129,2.57,55,76,58,109
2.02026E+14,215,4,38,0.96,15,40,28,31
2.05229E+14,397,2,264,0.37,85,100,36,153
2.01817E+14,391,45,143,0.34,101,76,49,56
2.043E+14,148,13,29,0.19,15,39,12,36
2.0425E+14,364,42,110,0.79,90,88,35,55
2.05848E+14,207,33,94,0.12,38,47,22,58
2.04413E+14,312,3,95,1.97,45,58,40,100
2.04318E+14,131,7,23,0.4,7,40,8,18
2.03255E+14,426,46,232,0.56,98,81,55,92
2.02703E+14,202,3,21,1.08,8,57,14,8
2.04442E+14,205,4,47,0.4,14,28,33,75
2.04915E+14,264,40,158,0.85,56,43,38,244
2.03209E+14,203,19,40,0.53,22,38,26,20
2.04325E+14,234,14,52,0.38,31,29,39,45
2.04317E+14,526,46,193,0.37,84,106,64,19
2.02033E+14,353,21,86,1.47,48,58,51,39
2.05811E+14,383,40,171,0.33,84,61,56,60
2.05055E+14,202,0,13,0.63,7,57,15,7
2.01242E+14,310,44,91,0.17,46,76,29,23
2.04355E+14,204,2,84,1.2,20,38,27,102
2.04348E+14,246,16,99,1.12,18,57,25,25
2.05242E+14,239,11,71,0.91,38,38,35,57
2.03242E+14,311,44,166,1.25,56,56,42,66
2.02845E+14,416,43,113,0.63,115,48,72,44
2.01357E+14,280,39,111,0.65,9,56,34,19
2.04004E+14,357,38,171,0.5,72,42,62,74
2.0373E+14,243,27,64,0.76,43,48,30,41
2.04709E+14,193,1,21,1.14,11,21,34,126
2.05121E+14,298,38,86,0.19,55,58,37,36
2.04428E+14,219,5,38,0.3,19,38,30,27
2.01451E+14,291,44,72,0.52,51,80,22,31
2.02305E+14,189,3,81,0.83,48,39,22,113
2.03501E+14,212,10,41,0.51,14,56,18,21
2.04404E+14,256,1,26,1.1,7,39,39,53
2.04154E+14,205,3,37,0.6,26,36,28,24
2.04238E+14,446,43,174,1.74,86,60,72,38
2.02108E+14,236,15,38,0.56,24,42,32,16
2.04047E+14,162,8,17,1.06,14,19,28,81
2.04345E+14,389,44,420,0.42,155,52,63,294
2.03124E+14,218,15,71,1,27,36,31,51
2.05815E+14,184,9,60,0.27,19,44,18,44
2.04258E+14,239,9,65,0.81,13,45,31,29
2.03733E+14,257,1,54,0.67,18,37,40,27
2.01352E+14,158,2,17,0.84,14,24,24,41
2.0133E+14,314,43,110,0.46,56,48,47,37
2.03709E+14,419,43,104,1.07,49,34,81,55
2.01711E+14,525,46,188,0.29,59,96,69,19
2.03011E+14,340,44,155,0.65,64,57,48,37
2.01801E+14,171,20,16,0.66,14,40,18,14
2.01713E+14,143,0,14,0.35,10,25,19,8
2.0301E+14,164,7,49,0.38,38,23,26,78
2.02926E+14,240,1,106,0.6,31,27,42,69
2.10144E+14,279,40,71,0.23,46,26,52,35
2.1333E+14,372,5,139,1.11,41,78,43,99
2.13908E+14,206,10,100,0.12,61,20,38,56
2.12015E+14,226,3,37,0.7,19,31,36,23
2.15214E+14,24,1,2,0.07,0,8,1,2
2.12801E+14,526,39,316,1.27,88,59,92,152
2.14153E+14,629,1,657,0.63,106,72,109,277
2.12934E+14,241,23,88,0.26,54,29,41,50
2.1293E+14,33,6,5,0.1,0,10,2,6
2.15348E+14,88,3,33,0.11,13,14,13,29
2.12125E+14,177,13,7,0.16,5,51,12,4
2.13255E+14,271,1,26,0.27,74,59,30,23
2.12424E+14,389,35,86,0.33,15,65,55,318
2.11655E+14,51,6,7,0.08,3,14,4,5
2.1402E+14,215,5,30,0.56,16,22,39,22
2.11614E+14,411,13,223,0.33,77,49,70,176
2.13118E+14,46,1,19,0.08,3,12,4,16
2.15235E+14,46,4,16,0.06,7,10,5,9
2.13447E+14,537,9,316,0.14,33,78,83,111
2.1241E+14,178,6,42,0.83,5,35,22,52
2.11753E+14,182,2,46,0.33,63,25,29,108
2.12251E+14,134,3,16,0.17,5,29,15,25
2.12958E+14,152,9,102,0.15,79,18,26,150
2.11618E+14,133,2,9,0.19,19,22,19,31
2.13345E+14,153,2,12,0.16,36,25,22,25
2.13243E+14,87,3,5,0.14,4,20,9,11
2.14154E+14,91,1,9,0.1,15,33,2,15
2.12743E+14,259,30,114,0.34,64,51,32,110
2.13018E+14,203,2,60,0.43,14,27,33,33
2.12828E+14,191,2,58,0.47,18,27,30,33
2.15436E+14,54,3,16,0.11,0,10,7,10
2.13124E+14,266,15,98,0.13,43,57,30,35
2.12756E+14,297,4,116,0.85,42,35,51,68
2.1401E+14,259,8,74,0.34,64,33,43,51
2.12845E+14,292,27,104,0.13,9,41,46,63
2.10807E+14,116,3,77,0.51,74,10,22,160
2.12754E+14,350,99,188,1.02,77,125,9,192
2.12338E+14,46,2,21,0.09,0,10,5,4
2.12215E+14,372,42,103,0.2,74,121,17,118
2.11028E+14,851,43,473,0.4,218,162,108,249
2.12033E+14,452,25,149,0.3,38,96,51,87
2.11021E+14,202,5,21,1.4,22,39,26,60
2.10839E+14,224,44,65,0.06,53,52,23,73
2.12802E+14,310,23,83,0.18,43,75,30,79
2.13505E+14,339,5,57,0.4,31,71,39,55
2.11123E+14,194,16,26,0.3,8,46,19,25
2.11205E+14,259,0,22,0.4,20,67,22,19
2.1365E+14,57,0,22,0.02,6,10,8,6
2.1143E+14,267,2,23,0.3,21,60,29,46
2.10934E+14,383,2,69,2.28,20,58,58,251
2.12446E+14,201,0,24,0.45,2,46,21,34
2.11232E+14,554,44,195,0.4,86,131,55,126
2.12129E+14,256,5,30,0.8,41,60,26,75
2.05633E+14,669,48,230,0.8,82,127,85,117
2.13025E+14,255,0,53,0.2,3,58,27,37
2.05744E+14,621,44,450,1.3,91,98,91,365
2.11123E+14,373,33,110,0.3,47,66,51,124
2.1225E+14,371,44,235,0.5,77,91,35,176
2.12012E+14,582,48,193,1.9,89,141,56,94
2.0575E+14,181,2,23,0.39,14,51,13,10
2.05335E+14,122,6,9,0.2,17,29,12,16
2.04937E+14,199,5,39,0.35,19,45,21,13
2.1222E+14,220,3,23,0.3,37,46,25,38
2.12126E+14,272,43,79,0.2,40,77,19,60
2.05528E+14,184,0,15,0.4,25,44,18,40
2.05633E+14,206,0,20,0.5,16,33,30,18
2.13611E+14,359,32,126,0.12,55,92,31,119
2.10807E+14,131,6,18,0.5,12,27,16,22
2.11707E+14,263,46,82,0.1,27,46,36,29
2.11532E+14,464,41,59,0.6,36,83,63,88
2.11846E+14,382,45,201,0.42,75,94,35,150
2.12045E+14,183,3,16,0.1,12,37,22,14
2.11225E+14,337,15,79,0.62,51,66,42,105
2.11502E+14,347,37,89,1.05,46,77,38,69
2.13831E+14,164,4,17,0.5,15,29,22,28
2.12105E+14,194,3,13,0.7,10,40,23,69
2.1132E+14,295,11,28,0.8,24,75,26,56
2.05707E+14,87,3,19,0.11,4,20,9,7
2.05715E+14,316,3,35,0.41,20,72,33,13
2.05421E+14,232,4,35,0.15,19,65,17,16
2.05356E+14,91,0,9,0.22,4,25,7,14
2.05957E+14,460,45,141,0.2,56,83,62,162
2.11825E+14,278,18,70,0.3,73,58,32,64
2.05147E+14,180,9,28,0.44,11,57,9,14
2.12723E+14,274,17,42,0.4,35,56,33,50
2.1131E+14,135,0,16,0.3,15,33,13,22
2.11203E+14,312,2,49,0.2,19,62,38,29
2.116E+14,841,45,283,0.3,62,197,85,40
2.10959E+14,294,2,74,0.1,45,48,42,123
2.12402E+14,301,43,170,0.3,32,58,38,113
2.1141E+14,554,45,197,0.4,48,150,44,47
2.10835E+14,362,4,109,0.1,46,85,36,97
2.12157E+14,610,47,264,0.3,108,160,51,112
2.10935E+14,171,2,16,0.4,18,35,20,19
2.1174E+14,382,40,165,0.2,48,71,50,94
2.12655E+14,388,25,135,0.3,38,89,40,48
2.12431E+14,72,1,12,0.1,5,17,7,25
2.116E+14,236,7,18,0.2,11,58,22,29
2.1403E+14,348,13,70,0.2,33,87,32,54
2.02908E+14,96,9,21,0.11,7,27,7,13
2.04824E+14,326,71,116,0.14,102,43,53,61
2.04003E+14,491,36,183,0.72,72,96,61,35
2.04635E+14,944,49,288,0.14,74,55,196,40
2.04354E+14,254,9,21,0.35,27,82,12,14
2.0512E+14,499,48,172,0.13,93,96,63,37
2.02549E+14,131,13,9,0.16,10,41,7,9
2.04815E+14,162,6,23,0.16,37,37,17,10
2.05015E+14,154,0,16,0.23,22,55,4,8
2.03953E+14,368,3,16,1.2,10,88,36,25
2.04945E+14,212,3,16,0.34,24,29,34,9
2.035E+14,421,6,46,0.34,57,78,55,17
2.04951E+14,565,77,232,0.12,77,55,104,25
2.04205E+14,354,36,81,0.26,69,61,49,27
2.04545E+14,346,14,70,1.1,53,76,38,48
2.04208E+14,317,7,30,4.68,18,74,32,55
2.03224E+14,759,68,313,0.57,76,96,126,37
2.04705E+14,218,2,14,0.46,7,41,28,5
2.0471E+14,317,19,79,3.31,46,43,51,195
2.04209E+14,381,64,79,0.65,49,47,64,25
2.0372E+14,304,4,39,0.69,18,41,49,12
2.04033E+14,313,26,30,0.27,28,61,39,10
2.05117E+14,342,31,88,0.35,36,61,46,21
2.04818E+14,656,43,251,0.18,82,200,38,21
2.03832E+14,383,33,125,0.24,47,76,47,17
2.03239E+14,257,50,39,0.35,29,47,34,26
2.04145E+14,640,59,244,0.56,84,90,101,115
2.04535E+14,512,30,139,0.29,77,65,85,17
2.03518E+14,463,76,197,0.31,63,57,78,23
2.0455E+14,468,30,153,0.23,82,72,70,38
